SAMPLE CODE,Acanthurus bahianus,Acanthurus chirurgus,Acanthurus coeruleus,Acanthurus tractus,Aetobatus narinari,Alectis ciliaris,Balistes vetula,Calamus pennatula,Canthidermis sufflamen,Caranx crysos,Caranx hippos,Caranx latus,Caranx lugubris,Caranx ruber,Carcharhinus limbatus,Carcharhinus perezii,Cephalopholis cruentata,Cephalopholis fulva,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Decapterus macarellus,Elagatis bipinnulata,Epinephelus adscensionis,Epinephelus guttatus,Epinephelus itajara,Epinephelus striatus,Gerres cinereus,Ginglymostoma cirratum,Gymnothorax moringa,Haemulon plumierii,Holacanthus ciliaris,Holacanthus tricolor,Hypanus americanus,Istiophorus albicans,Lachnolaimus maximus,Lactophrys trigonus,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus cyanopterus,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Microspathodon chrysurus,Mycteroperca interstitialis,Mycteroperca tigris,Mycteroperca venenosa,Negaprion brevirostris,Ocyurus chrysurus,Pomacanthus paru,Pterois volitans,Scarus coelestinus,Scarus iseri,Scarus taeniopterus,Scomberomorus regalis,Seriola rivoliana,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma radians,Sparisoma rubripinne,Sparisoma viride,Sphyraena barracuda,Trachinotus falcatus,,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT
2007Puerto Canoas 30mASEC Survey,,,,,0.00,3962.31,0.00,0.00,0.00,7043.18,6677.82,0.00,7331.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1318.02,0.00,10100.00,0.00,0.00,,,5400.00,1086.67,49000.00,0.00,0.00,579.31,0.00,0.00,27410.84,3202.21,0.00,1038.97,923.00,0.00,0.00,0.00,0.00,1400.00,0.00,516.23,0.00,,0.00,,,3400.00,0.00,,,,,,3949.29,0.00,,2007,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,ASEC Survey
2007Tourmaline 10mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,1674.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,878.68,0.00,0.00,0.00,0.00,,,0.00,344.29,0.00,0.00,0.00,0.00,0.00,0.00,2010.01,0.00,0.00,0.00,250.53,1305.56,0.00,0.00,0.00,0.00,0.00,603.31,0.00,,0.00,,,12100.00,0.00,,,,,,3252.18,0.00,,2007,West,Cabo Rojo,Tourmaline 10m,Shallow,ASEC Survey
2007Tourmaline 20mASEC Survey,,,,,0.00,0.00,550.06,0.00,0.00,0.00,0.00,0.00,0.00,195.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2737.00,0.00,0.00,343.32,0.00,872.65,0.00,0.00,,,528.56,678.41,0.00,0.00,0.00,0.00,0.00,0.00,221.44,0.00,0.00,0.00,250.53,0.00,0.00,0.00,0.00,0.00,0.00,1332.29,0.00,,0.00,,,5455.44,0.00,,,,,,2645.49,0.00,,2007,West,Cabo Rojo,Tourmaline 20m,Intermediate,ASEC Survey
2007Tourmaline 30mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2180.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,746.94,0.00,3200.00,0.00,0.00,,,0.00,0.00,21500.00,0.00,1102.06,0.00,0.00,0.00,6191.94,0.00,0.00,0.00,947.79,0.00,0.00,0.00,0.00,1900.00,0.00,351.97,0.00,,0.00,,,1606.44,0.00,,,,,,3252.18,0.00,,2007,West,Cabo Rojo,Tourmaline 30m,Mesophotic,ASEC Survey
2007Tres Palmas 10mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,439.34,0.00,0.00,0.00,0.00,,,528.56,63.97,0.00,0.00,0.00,0.00,0.00,0.00,327.58,0.00,0.00,0.00,0.00,1432.65,0.00,0.00,0.00,0.00,0.00,0.00,1531.08,,0.00,,,0.00,0.00,,,,,,5602.08,0.00,,2007,West,Rincon,Tres Palmas 10m,Shallow,ASEC Survey
2007Tres Palmas 20mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,2772.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,908.32,575.32,0.00,0.00,0.00,0.00,0.00,0.00,221.44,0.00,0.00,0.00,0.00,6478.35,0.00,0.00,0.00,0.00,0.00,1736.77,0.00,,0.00,,,1000.00,0.00,,,,,,2645.49,0.00,,2007,West,Rincon,Tres Palmas 20m,Intermediate,ASEC Survey
2007Tres Palmas 5mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,418.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,770.46,0.00,0.00,0.00,392.55,70.58,1659.38,0.00,0.00,0.00,0.00,222.52,0.00,,0.00,,,0.00,0.00,,,,,,0.00,0.00,,2007,West,Rincon,Tres Palmas 5m,Very Shallow,ASEC Survey
2007West ReefASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232.74,0.00,0.00,0.00,0.00,,,1598.78,688.58,0.00,0.00,724.83,0.00,0.00,0.00,1103.84,0.00,1162.20,0.00,643.08,1701.06,0.00,0.00,0.00,0.00,0.00,13479.93,2324.64,,0.00,,,6100.00,0.00,,,,,,1665.25,0.00,,2007,South,Ponce,West Reef,Very Shallow,ASEC Survey
2008Cayo CoralASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,925.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,465.48,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,119.79,0.00,0.00,0.00,3157.37,0.00,0.00,0.00,1094.41,691.81,0.00,0.00,0.00,0.00,0.00,1450.40,,,0.00,,,0.00,0.00,,,,,,0.00,0.00,,2008,Southwest,Guanica,Cayo Coral,Very Shallow,ASEC Survey
2008DerrumbaderoASEC Survey,,,,,17900.00,0.00,875.55,0.00,0.00,0.00,0.00,1652.04,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,1818.09,0.00,439.34,0.00,0.00,0.00,0.00,,,2600.00,845.47,0.00,0.00,4656.31,0.00,0.00,0.00,1011.34,2637.30,0.00,0.00,250.53,345.42,0.00,0.00,0.00,0.00,0.00,6133.28,,,0.00,,,6100.00,0.00,,,,,,5290.98,0.00,,2008,South,Ponce,Derrumbadero,Intermediate,ASEC Survey
2008Puerto Botes 15mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1033.05,,,,1642.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,528.56,167.06,0.00,0.00,0.00,0.00,0.00,0.00,3995.30,0.00,0.00,0.00,672.47,0.00,0.00,0.00,0.00,0.00,0.00,4297.38,,,0.00,,,1000.00,0.00,,,,,,960.10,0.00,,2008,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,ASEC Survey
2008Puerto Botes 20mASEC Survey,,,,,0.00,0.00,1300.00,0.00,0.00,374.65,0.00,2448.28,7278.55,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,1186.28,0.00,0.00,0.00,0.00,,,851.20,472.23,0.00,0.00,0.00,0.00,0.00,0.00,9070.66,0.00,0.00,0.00,751.59,0.00,0.00,0.00,0.00,0.00,0.00,3184.18,,,0.00,,,1000.00,0.00,,,,,,3943.27,0.00,,2008,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,ASEC Survey
2008Puerto Canoas 30mASEC Survey,,,,,0.00,0.00,3050.06,0.00,0.00,0.00,0.00,1461.00,3894.62,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,878.68,0.00,3200.00,0.00,0.00,,,5400.00,1086.67,0.00,0.00,0.00,0.00,0.00,0.00,57449.85,0.00,0.00,0.00,4113.94,0.00,0.00,0.00,0.00,4700.00,0.00,2151.72,,,0.00,,,3400.00,0.00,,,,,,2645.49,0.00,,2008,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,ASEC Survey
2008Tourmaline 10mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,3184.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,1445.16,0.00,872.65,0.00,0.00,,,0.00,344.29,0.00,0.00,0.00,0.00,0.00,0.00,212.28,0.00,0.00,0.00,0.00,1305.56,0.00,0.00,0.00,0.00,18700.00,445.04,,,0.00,,,2535.48,0.00,,,,,,5602.08,0.00,,2008,West,Cabo Rojo,Tourmaline 10m,Shallow,ASEC Survey
2008Tourmaline 20mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,1368.50,0.00,0.00,1756.25,0.00,1800.00,0.00,0.00,,,2600.00,167.06,0.00,0.00,0.00,0.00,0.00,0.00,2012.77,0.00,0.00,0.00,1094.41,0.00,0.00,0.00,0.00,0.00,0.00,1384.80,,,0.00,,,455.44,0.00,,,,,,2645.49,0.00,,2008,West,Cabo Rojo,Tourmaline 20m,Intermediate,ASEC Survey
2008Tourmaline 30mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,3681.29,0.00,3200.00,0.00,0.00,,,0.00,0.00,15300.00,0.00,2205.64,0.00,0.00,0.00,6837.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1900.00,0.00,703.94,,,0.00,,,1700.00,4540.35,,,,,,3252.18,0.00,,2008,West,Cabo Rojo,Tourmaline 30m,Mesophotic,ASEC Survey
2008Tres Palmas 10mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,1186.28,0.00,0.00,0.00,0.00,,,528.56,752.55,0.00,0.00,0.00,0.00,0.00,0.00,876.60,0.00,0.00,0.00,0.00,850.53,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,2000.00,0.00,,,,,,1665.25,0.00,,2008,West,Rincon,Tres Palmas 10m,Shallow,ASEC Survey
2008Tres Palmas 20mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,5541.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,232.74,0.00,0.00,0.00,0.00,,,528.56,511.35,0.00,0.00,0.00,0.00,0.00,0.00,1529.54,0.00,0.00,0.00,381.38,0.00,0.00,0.00,0.00,0.00,0.00,1055.91,,,0.00,,,1000.00,0.00,,,,,,2118.29,0.00,,2008,West,Rincon,Tres Palmas 20m,Intermediate,ASEC Survey
2008Tres Palmas 5mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,609.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,770.46,0.00,0.00,0.00,165.72,5091.57,0.00,0.00,0.00,0.00,0.00,926.46,,,0.00,,,0.00,0.00,,,,,,0.00,0.00,,2008,West,Rincon,Tres Palmas 5m,Very Shallow,ASEC Survey
2008West ReefASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,232.74,0.00,0.00,0.00,0.00,,,528.56,688.58,0.00,0.00,0.00,0.00,0.00,0.00,10685.57,3202.21,790.16,2074.52,3599.71,5276.62,0.00,0.00,0.00,0.00,0.00,12845.82,,,0.00,,,3400.00,1630.66,,,,,,1665.25,0.00,,2008,South,Ponce,West Reef,Very Shallow,ASEC Survey
2009Cayo CoralASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,925.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,672.08,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,684.53,0.00,0.00,0.00,2612.83,0.00,0.00,0.00,0.00,1139.36,0.00,0.00,0.00,0.00,0.00,1048.35,,,0.00,,,535.48,0.00,,,,,,960.10,0.00,,2009,Southwest,Guanica,Cayo Coral,Very Shallow,ASEC Survey
2009DerrumbaderoASEC Survey,,,,,0.00,0.00,875.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,1318.02,0.00,0.00,0.00,0.00,,,1300.00,511.35,0.00,0.00,1350.13,0.00,0.00,0.00,1810.40,0.00,0.00,0.00,0.00,345.42,0.00,0.00,0.00,0.00,0.00,1371.50,,,0.00,,,2000.00,0.00,,,,,,3330.50,0.00,,2009,South,Ponce,Derrumbadero,Intermediate,ASEC Survey
2009Las CarmelitasASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,1248.07,0.00,465.48,0.00,0.00,0.00,1042.29,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1410.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,442.05,940.32,0.00,621.62,,,0.00,,,0.00,0.00,,,,,,1920.20,0.00,,2009,Mona/Desecheo,Isla Mona,Las Carmelitas,Shallow,ASEC Survey
2009MujeresASEC Survey,,,,,0.00,0.00,875.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12900.00,0.00,0.00,,,,0.00,1212.06,0.00,2372.56,0.00,0.00,0.00,2190.14,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2621.82,0.00,0.00,5706.90,0.00,0.00,0.00,0.00,1146.20,1900.00,0.00,1371.50,,,0.00,,,0.00,0.00,,,,,,3330.50,0.00,,2009,Mona/Desecheo,Isla Mona,Mujeres,Intermediate,ASEC Survey
2009Puerto Botes 15mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,749.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,273.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,851.20,639.29,0.00,0.00,0.00,0.00,0.00,0.00,2927.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3911.57,,,0.00,,,1000.00,0.00,,,,,,486.49,0.00,,2009,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,ASEC Survey
2009Puerto Botes 20mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,2224.87,0.00,0.00,3894.62,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,878.68,0.00,0.00,0.00,0.00,,,0.00,880.49,0.00,0.00,0.00,0.00,0.00,0.00,5149.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2842.36,,,0.00,,,1000.00,0.00,,,,,,2645.49,0.00,,2009,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,ASEC Survey
2009Puerto Canoas 30mASEC Survey,,,,,0.00,0.00,1300.00,0.00,0.00,0.00,0.00,0.00,3894.62,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,984.12,0.00,3200.00,0.00,0.00,,,2600.00,295.00,10400.00,0.00,0.00,0.00,0.00,0.00,12328.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400.00,0.00,5674.94,,,0.00,,,1000.00,0.00,,,,,,1665.25,0.00,,2009,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,ASEC Survey
2009SardineraASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,1827.93,0.00,0.00,0.00,0.00,0.00,8500.00,0.00,0.00,,,,0.00,0.00,0.00,904.82,0.00,0.00,0.00,1547.37,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1410.87,0.00,0.00,420.76,0.00,0.00,0.00,0.00,738.07,0.00,0.00,0.00,,,0.00,,,0.00,0.00,,,,,,1920.20,0.00,,2009,Mona/Desecheo,Isla Mona,Sardinera,Mesophotic,ASEC Survey
2009Tourmaline 10mASEC Survey,,,,,0.00,0.00,1300.00,0.00,0.00,1850.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,904.82,0.00,0.00,0.00,0.00,,,0.00,182.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,896.07,0.00,0.00,0.00,0.00,0.00,1866.22,,,0.00,,,2000.00,0.00,,,,,,1665.25,0.00,,2009,West,Cabo Rojo,Tourmaline 10m,Shallow,ASEC Survey
2009Tourmaline 20mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,1186.28,0.00,872.65,0.00,0.00,,,2600.00,0.00,0.00,0.00,2205.64,0.00,0.00,0.00,1398.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1019.53,,,0.00,,,1070.96,0.00,,,,,,2625.35,0.00,,2009,West,Cabo Rojo,Tourmaline 20m,Intermediate,ASEC Survey
2009Tourmaline 30mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,3418.92,0.00,872.65,0.00,0.00,,,0.00,0.00,0.00,0.00,1102.06,0.00,0.00,0.00,2197.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,617.93,0.00,703.94,,,0.00,,,1000.00,0.00,,,,,,1665.25,0.00,,2009,West,Cabo Rojo,Tourmaline 30m,Mesophotic,ASEC Survey
2009Tres Palmas 10mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,1850.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,443.62,0.00,0.00,0.00,0.00,,,1057.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,793.86,0.00,0.00,0.00,0.00,0.00,728.98,,,0.00,,,0.00,0.00,,,,,,697.11,0.00,,2009,West,Rincon,Tres Palmas 10m,Shallow,ASEC Survey
2009Tres Palmas 20mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,1850.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,232.74,0.00,0.00,0.00,0.00,,,851.20,703.26,0.00,0.00,0.00,0.00,0.00,0.00,948.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1421.18,,,0.00,,,1000.00,0.00,,,,,,960.10,0.00,,2009,West,Rincon,Tres Palmas 20m,Intermediate,ASEC Survey
2009Tres Palmas 5mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,6700.00,0.00,0.00,0.00,0.00,366.09,1329.76,0.00,0.00,0.00,0.00,5876.87,0.00,0.00,0.00,0.00,0.00,1974.81,,,0.00,,,0.00,0.00,,,,,,0.00,0.00,,2009,West,Rincon,Tres Palmas 5m,Very Shallow,ASEC Survey
2009West ReefASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,672.08,0.00,0.00,0.00,0.00,,,528.56,127.94,0.00,0.00,0.00,0.00,0.00,0.00,10816.74,0.00,0.00,0.00,0.00,82060.20,0.00,0.00,0.00,0.00,0.00,4164.01,,,0.00,,,3400.00,0.00,,,,,,1665.25,0.00,,2009,South,Ponce,West Reef,Very Shallow,ASEC Survey
2010Cayo CoralASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,1123.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,650.22,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,824.09,0.00,0.00,0.00,643.08,1164.40,0.00,0.00,0.00,0.00,0.00,838.75,,0.00,0.00,,,2070.96,0.00,,,,,,960.10,0.00,,2010,Southwest,Guanica,Cayo Coral,Very Shallow,ASEC Survey
2010DerrumbaderoASEC Survey,,,,,0.00,0.00,875.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,1625.62,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,889.90,0.00,0.00,0.00,3823.17,0.00,0.00,0.00,501.06,1023.24,0.00,0.00,0.00,0.00,0.00,703.94,,0.00,0.00,,,535.48,0.00,,,,,,960.10,0.00,,2010,South,Ponce,Derrumbadero,Intermediate,ASEC Survey
2010Las CarmelitasASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,321.02,0.00,544.78,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1410.87,0.00,0.00,420.76,0.00,0.00,0.00,0.00,442.05,940.32,0.00,1232.49,,0.00,0.00,,,0.00,0.00,,,,,,1665.25,0.00,,2010,Mona/Desecheo,Isla Mona,Las Carmelitas,Shallow,ASEC Survey
2010MujeresASEC Survey,,,,,0.00,0.00,875.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18500.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6429.56,0.00,0.00,4152.46,0.00,0.00,0.00,0.00,2375.78,1900.00,0.00,1852.92,,0.00,0.00,,,0.00,0.00,,,,,,3330.50,826.64,,2010,Mona/Desecheo,Isla Mona,Mujeres,Intermediate,ASEC Survey
2010Puerto Botes 15mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,1674.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2737.00,0.00,0.00,698.22,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3420.88,0.00,0.00,0.00,1184.70,0.00,0.00,0.00,0.00,0.00,0.00,1421.18,,0.00,0.00,,,1000.00,0.00,,,,,,960.10,0.00,,2010,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,ASEC Survey
2010Puerto Botes 20mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,749.30,0.00,0.00,1947.31,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,984.12,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8065.07,0.00,0.00,0.00,1405.84,0.00,0.00,0.00,0.00,0.00,0.00,2138.42,,523.55,0.00,,,535.48,0.00,,,,,,2645.49,0.00,,2010,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,ASEC Survey
2010Puerto Canoas 30mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3894.62,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,984.12,0.00,6745.30,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8158.54,0.00,0.00,0.00,2793.34,0.00,0.00,0.00,0.00,2840.32,0.00,2490.39,,134.54,0.00,,,2000.00,0.00,,,,,,1665.25,0.00,,2010,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,ASEC Survey
2010SardineraASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,1827.93,0.00,0.00,0.00,0.00,0.00,8500.00,0.00,0.00,,,,0.00,0.00,0.00,904.82,0.00,0.00,0.00,1547.37,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1410.87,0.00,0.00,420.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,298.50,0.00,,,0.00,0.00,,,,,,1920.20,0.00,,2010,Mona/Desecheo,Isla Mona,Sardinera,Mesophotic,ASEC Survey
2010Tourmaline 10mASEC Survey,,,,,0.00,0.00,550.06,0.00,0.00,2599.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,247.74,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627.74,0.00,0.00,0.00,0.00,0.00,1023.28,,0.00,0.00,,,535.48,0.00,,,,,,1665.25,0.00,,2010,West,Cabo Rojo,Tourmaline 10m,Shallow,ASEC Survey
2010Tourmaline 20mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,1625.62,0.00,872.65,0.00,0.00,,,0.00,0.00,0.00,0.00,444.95,0.00,0.00,0.00,1916.54,0.00,0.00,0.00,261.70,0.00,0.00,0.00,0.00,0.00,0.00,503.90,,0.00,0.00,,,2000.00,0.00,,,,,,960.10,0.00,,2010,West,Cabo Rojo,Tourmaline 20m,Intermediate,ASEC Survey
2010Tourmaline 30mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2737.00,0.00,0.00,1625.62,0.00,872.65,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2596.79,0.00,0.00,0.00,0.00,0.00,0.00,689.51,0.00,0.00,0.00,1032.46,,0.00,0.00,,,1000.00,0.00,,,,,,960.10,0.00,,2010,West,Cabo Rojo,Tourmaline 30m,Mesophotic,ASEC Survey
2010Tres Palmas 10mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,1674.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,878.68,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1195.87,964.68,0.00,0.00,0.00,0.00,0.00,671.31,,0.00,0.00,,,0.00,0.00,,,,,,960.10,0.00,,2010,West,Rincon,Tres Palmas 10m,Shallow,ASEC Survey
2010Tres Palmas 20mASEC Survey,,,,,0.00,0.00,0.00,0.00,0.00,1674.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,1111.42,0.00,0.00,0.00,0.00,,,0.00,1997.44,0.00,0.00,0.00,0.00,0.00,0.00,2213.30,0.00,0.00,0.00,512.23,677.82,0.00,0.00,0.00,0.00,0.00,821.66,,155.72,0.00,,,2070.96,0.00,,,,,,486.49,0.00,,2010,West,Rincon,Tres Palmas 20m,Intermediate,ASEC Survey
