SAMPLE CODE,Rugosity (m),Reef overhang,Rubble,Sand,Sand and rubble,Gaps/Holes,Abiotic (total),Lebrunia neglecta,Phymanthus crucifer,Ricordea florida,Anemone spp. ,Anemones (total),Eudistoma spp. ,Trididemnum solidum,Ascidian spp. ,Tunicata (total),CCA (total),Cyanobacteria (total),Thalassia testudinum,Seagrass (total),Amphiroa spp. ,Asparagopsis taxiformis,Asparagopsis taxiformis on Ramicrusta,Caulerpa racemosa,Caulerpa spp.  ,Caulerpa spp.  on Ramicrusta,Dichotomaria marginata,Dictyota spp. ,Dictyota spp.  on Ramicrusta,Galaxaura spp. ,Galaxaura spp.  on Ramicrusta,Gracilaria spp. ,Halimeda discoidea,Halimeda spp. ,Halimeda spp.  on Ramicrusta,Halimeda tuna,Jania spp. ,Lobophora spp. ,Lobophora variegata,Lobophora variegatus on Ramicrusta,Martensia pavonia,Padina spp. ,Sargassum hystrix,Sargassum natans,Stypopodium spp. ,Stypopodium zonale,Udotea spp.  ,Valonia ventricosa,Wrangelia bicuspidata,Macroalgae spp. ,Macroalgae (total),Ramicrusta spp. ,Peyssonnelia spp. ,Peyssonneliaceae (total),Turf (mixed) on Ramicrusta,Turf (mixed) with sediment,Turf (mixed),Turf Algae (total),Antillogorgia acerosa,Antillogorgia americana,Antillogorgia bipinnata,Antillogorgia rigida,Eunicea calyculata,Eunicea flexuosa,Eunicea mammosa,Eunicea pallida,Eunicea spp. ,Eunicea succinea,Eunicea tourneforti,Gorgonia mariae,Gorgonia ventalina,Muricea atlantica,Muricea elongata,Muricea muricata,Muricea pinnata,Muriceopsis flavida,Plexaura homomalla,Plexaura kukenthali,Plexaura spp. ,Plexaurella nutans,Pseudoplexaura flagellosa,Pseudoplexaura spp. ,Pseudoplexaura wagenaari,Pterogorgia guadalupensis,Pterogorgia spp.  ,Octocoral spp.,Octocorals (total erect),Briareum asbestinum,Erythropodium caribaeorum,Octocoral spp. (encrusting),Octocorals (total encrusting),Antillogorgia acerosa (# col.),Antillogorgia americana (# col.),Antillogorgia bipinnata (# col.),Antillogorgia spp.  (# col.)  ,Briareum asbestinum (# col.),Erythropodium caribaeorum (# col.),Eunicea asperula (# col.),Eunicea calyculata (# col.),Eunicea flexuosa (# col.),Eunicea lacinata (# col.),Eunicea laxispica (# col.),Eunicea mammosa (# col.),Eunicea spp.  (# col.),Eunicea succinea (# col.),Eunicea tourneforti (# col.),Gorgonia ventalina (# col.),Muricea atlantica (# col.),Muricea elongata (# col.),Muricea laxa (# col.),Muricea muricata (# col.),Muricea spp.  (# col).,Muriceopsis flavida (# col.),Plexaura homomalla (# col.),Plexaura kukenthali (# col.),Plexaura kuna (# col.),Plexaura spp.  (# col.),Plexaurella dichotoma (# col.),Plexaurella nutans (# col.),Plexaurella spp.  (# col.),Pseudoplexaura flagellosa (# col.),Pseudoplexaura porosa (# col.),Pterogorgia citrina (# col.),Pterogorgia guadalupensis (# col.),Pterogorgia spp.  (# col.),Octocoral (total # col.),Agelas citrina,Agelas clathrodes,Agelas conifera,Agelas dispar,Agelas sceptrum,Agelas spp. ,Agelas sventres,Agelas tubulata,Aiolochroia crassa,Amphimedon compressa,Amphimedon viridis,Aplysina archeri,Aplysina cauliformis,Aplysina fistularis,Aplysina fulva,Aplysina lacunosa,Aplysina spp. ,Biemna caribea,Biemna spp. ,Callyspongia armigera,Callyspongia fallax,Callyspongia plicifera,Callyspongia spp. ,Callyspongia tenerrima,Callyspongia vaginalis,Chondrilla caribensis,Chondrosia collectrix,Cinachyrella apion,Cinachyrella kuekenthali,Clathria spp.  ,Clathria venosa,Cliona aprica,Cliona caribbaea,Cliona delitrix,Cliona laticavicola,Cliona spp.  ,Cliona tenuis,Cliona varians,Cribrochalina vasculum,Desmapsamma spp. ,Desmapsamma anchorata,Dictyonella funicularis,Dictyonella spp. ,Diplastrella spp. ,Dragmacidon reticulatum,Dysidea etheria,Dysidea janiae,Ectyoplasia ferox,Geodia neptuni,Haliclona spp. ,Halisarca caerulea,Halisarca spp. ,Iotrochota arenosa,Iotrochota birotulata,Ircinia campana,Ircinia felix,Ircinia spp. ,Ircinia strobilina,Monanchora arbuscula,Mycale laevis,Mycale laxissima,Neofibularia nolitangere,Neopetrosia carbonaria,Neopetrosia proxima,Neopetrosia rosariensis,Neopetrosia spp. ,Niphates alba,Niphates caribica,Niphates caycedoi,Niphates digitalis,Niphates erecta,Niphates spp. ,Petrosia pellasarca,Petrosia spp. ,Petrosia weinbergi,Phorbas amaranthus,Placospherastra micraster,Plakortis angulospiculatus,Plakortis halichondrioides,Plakortis spp. ,Prosuberites laughlini,Ptilocaulis walpersii,Scopalina ruetzleri,Smenospongia aurea,Smenospongia conulosa,Spheciospongia vesparium,Spirastrella coccinea,Spirastrella hartmani,Suberea spp. ,Svenzea zeai,Tedania klausi,Topsentia ophiraphidites,Topsentia spp. ,Verongula reiswigi,Verongula rigida,Verongula spp. ,Xestospongia muta,Sponge spp. ,Sponges (total),Acropora cervicornis,Acropora palmata,Acropora prolifera,Agaricia agaricites,Agaricia grahamae,Agaricia humilis,Agaricia lamarcki,Agaricia spp.  ,Colpophyllia natans,Dendrogyra cylindrus,Dichocoenia stokesii,Diploria labyrinthiformis,Eusmilia fastigiata,Helioseris cucullata,Isophyllia rigida,Isophyllia sinuosa,Madracis auretenra,Madracis carmabi,Madracis decactis,Madracis formosa,Madracis pharensis,Madracis senaria,Madracis spp. ,Manicina areolata,Meandrina meandrites,Montastraea cavernosa,Mussa angulosa,Mycetophyllia aliciae,Mycetophyllia danaana,Mycetophyllia ferox,Mycetophyllia lamarckiana,Mycetophyllia spp. ,Oculina diffusa,Orbicella annularis,Orbicella annularis (complex),Orbicella faveolata,Orbicella franksi,Porites astreoides,Porites colonensis,Porites divaricata,Porites furcata,Porites porites,Pseudodiploria clivosa,Pseudodiploria strigosa,Scolymia cubensis,Scolymia spp. ,Siderastrea radians,Siderastrea siderea,Solenastrea bournoni,Stephanocoenia intersepta,Stony Coral spp. ,Millepora alcicornis,Millepora complanata,Millepora spp. ,Millepora squarrosa,Stylaster roseus,Stony Corals (total),Stony Corals (total # diseased col.),Stony Corals (total #col.),Partially bleached coral (total),Recently dead coral (total),Condominium spp.  ,Palythoa grandis,Palythoa caribaeorum,Zoanthids (total),,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT
2006Puerto Botes 20m5,4.41,11.52,0,0,0,0.49,12.01,0,0,0,0,0,0,0,0,0,0.29,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12,13.12,0,0,0,,,51.42,51.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,2.15,0,0,0,8.67,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0.2,0,0,0,0,0,1.18,5.76,0,0,0,0,0,0,0,,3.54,,,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.01,,,0,5.14,0,0,0,0,,2006,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,5
2006Puerto Canoas 30m1,0,19.93,0,0,0,0,19.93,0,0,0,0,0,0,0,0,0,0,1.53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.14,13.14,0,0,0,,,19.64,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,1.02,0,0,0,6.89,0.51,0,0,0,15.11,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,,18.55,,,0.62,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.81,,,0,5.55,0,0,0,0,,2006,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,1
2006Puerto Canoas 30m2,0,14.96,0,0,0,0,14.96,0,0,0,0,0,0,0,0,0,0,3.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.91,30.91,0,0,0,,,13.68,13.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.26,8.26,0,0,0,2.46,0,0,0,0,3.94,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27.03,,,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.14,,,0,10.33,0,0,0,0,,2006,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,2
2006Puerto Canoas 30m3,0,26.48,0,0,0,0,26.48,0,0,0,0,0,0,0,0,0,0,2.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38,8.38,0,0,0,,,14.34,14.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.63,9.63,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21.43,,,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.28,,,0,23.97,0,0,0,0,,2006,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,3
2006Puerto Canoas 30m4,0,27.44,0,0,0,0,27.44,0,0,0,0,0,0,0,0,0,0,4.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.77,15.77,0,0,0,,,15.96,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41,5.41,0,0,0,5.02,0,0,0,0,0.84,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,,22.43,,,2.77,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,33.02,,,0,12.4,0,0,0,0,,2006,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,4
2006Puerto Canoas 30m5,0,14.23,0,0,0,1.04,15.27,0,0,0,0,0,0,0,0,0,0,1.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.54,24.54,0,0,0,,,12.01,12.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,6.3,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32.78,,,3.65,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,40.29,,,0,0.52,0,0,0,0,,2006,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,MESOPHOTIC,5
2006Tourmaline 10m1,3.47,3.64,15.89,0,0,0,19.52,0,0,0,0.31,0.31,0,0,0,0,0.97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.05,0,0,0,,,40.46,40.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.73,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.97,0,0,0,0.52,0,0,0.63,0,2.72,3.27,0,0,0,0,0,0,1.56,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.72,,,2.75,0,0,0,14.85,0,0,0.42,0,0,0,0,0.73,0.02,0,0,0,0,0,36.01,,,0,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 10m,Shallow,1
2006Tourmaline 10m2,4.39,6.94,7.64,0,0,0,14.58,0,0,0,0,0,0,0,0,0,0.49,0.49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.29,0,0,0,,,27.29,27.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.36,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.37,0,0,0,0.68,0.39,0,0,0,0,0,0,1.18,0,0,0,0,33.54,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,,12.99,,,2.64,0,0,0,1.25,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,53.13,,,0,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 10m,Shallow,2
2006Tourmaline 10m3,3.72,11.51,0,0,0,0,11.51,0,0,0,0,0,0,0,0,0,1.46,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,3.28,0,0,0,,,42.17,42.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.46,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.02,0,0,0.51,0,7.9,2.05,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,2.05,1.54,0,0,0,0,0,0,0,,6.99,,,10.78,0,6.77,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,40.13,,,0,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 10m,Shallow,3
2006Tourmaline 10m4,6.06,11.52,0,0,0,0,11.52,0,0,0,1.43,1.43,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,1.06,0,0,0,,,58.41,58.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.49,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.53,0,0,0,4.55,0,0,0,0,0,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.3,,,3.18,0,4.36,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,23.6,,,0,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 10m,Shallow,4
2006Tourmaline 10m5,4.65,6.89,3.28,0,0,0,10.17,0,0,0,0.38,0.38,0,0,0,0,0.38,0.96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.05,0,0,0,,,64.71,64.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.12,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.87,0,0,0,0.89,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,,5.26,,,1.84,0.58,5.12,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,18.36,,,0,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 10m,Shallow,5
2006Tourmaline 20m1,1.9,15.14,0,0,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.28,12.28,0,0,0,,,46.76,46.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.64,0,0,0,0,0,0,0,,17.33,,,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0.12,0,0,0,30.11,,,15.6,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 20m,Intermediate,1
2006Tourmaline 20m2,6.34,27.77,0,0,0,0.6,28.37,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.27,16.27,0,0,0,,,30.95,30.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,,18.35,,,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,22.51,,,11.74,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 20m,Intermediate,2
2006Tourmaline 20m3,5.85,26.67,0,0,0,0,26.67,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12,14.12,0,0,0,,,30.39,30.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.26,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0.53,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98,0,0,0,0.89,0,0,0,,14.75,,,2.14,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,33.6,,,12.98,2.84,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 20m,Intermediate,3
2006Tourmaline 20m4,6.23,25.65,0,2.17,0,0,27.82,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,4.32,0,0,0,,,31.26,31.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0.69,1.23,0,0,0,0,0,0,0,,26.33,,,0.69,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0,31.26,,,16.83,6.78,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 20m,Intermediate,4
2006Tourmaline 20m5,6.68,35.13,0,0,0,0.68,35.81,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.21,11.21,0,0,0,,,30.94,30.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,,12.59,,,1.18,0,0,0,0,0,0,0,0,0,1.35,0,0,0.01,0,0,0,0,0,18.76,,,5.64,0.84,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 20m,Intermediate,5
2006Tourmaline 30m1,4.76,29.4,0,0,0,0.95,30.36,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,1.56,0,0,0,,,48.1,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.79,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3.12,0,0,0,1.42,0.95,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,,4.67,,,2.17,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,13.08,,,1.28,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 30m,MESOPHOTIC,1
2006Tourmaline 30m2,4.34,25.94,0,2.65,0,1.74,30.34,0,0,0,0,0,0,0,0,0,0,0.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,2.16,0,0,0,2.23,1.95,0,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,1.08,0,0,0,0,0,0,0,,6.14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51,,,0,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 30m,MESOPHOTIC,2
2006Tourmaline 30m3,7.82,30.75,0,0,0,0,30.75,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,1.91,0,0,0,,,52.47,52.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.35,0,0,0,0.56,1.58,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,3.25,0,0,0,0,0,0,0,,3.7,,,0,0,0,0,0,0,0.47,0,0,0,0,0,0.79,0.02,0,0,0,0,0,12.57,,,0,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 30m,MESOPHOTIC,3
2006Tourmaline 30m4,5.61,28.01,0,1.53,0,0,29.55,0,0,0,0,0,0,0,0,0,0,2.44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.54,0,0,0,,,55.77,55.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.73,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.35,0,0,0,1.79,0.27,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.14,,,0,0,0,0,0,0,0,0,0,0.45,0.36,0,0,0.01,0,0,0,0,0,8.65,,,0,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 30m,MESOPHOTIC,4
2006Tourmaline 30m5,5.01,26.38,0,1.13,0,0.28,27.79,0,0,0,0,0,0,0,0,0,0,7.86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.47,0,0,0,,,43.7,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.47,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.33,0,0,0,2,1.5,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,,8.93,,,0,0,0,0,0,0,0,0,0,0.19,0.75,0,0,0,0,0,0,0,0,18.44,,,0.66,0,0,0,0,0,,2006,West,Cabo Rojo,Tourmaline 30m,MESOPHOTIC,5
2006Tres Palmas 10m1,1.87,2.61,0,3.68,0,0,6.29,0,0,0,0,0,0,0,0,0,3.79,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,60.61,60.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.97,13.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,,3.79,,,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.47,0,0,0,0,7.62,,,0.67,0,0,0,0,0,,2006,West,Rincon,Tres Palmas 10m,Shallow,1
